student_id,gender,age,previous_grade,study_hours,attendance,participation,assignment_scores,quiz_scores,internal_marks,sleep_hours,exercise_hours,parental_education,family_support,internet_access,extracurricular,part_time_job,final_score
S0026,Female,18,C,1.94,86.7,41.04,89.19,74.37,39.02,7.3,0.21,Master,Low,Yes,Yes,No,32.75
S0027,Female,18,C,7.44,93.97,87.82,83.23,80.72,46.22,7.3,0.91,Master,Medium,Yes,No,Yes,72.8
S0028,Female,20,B,8.51,77.74,53.96,87.66,,37.18,9.21,0.48,Master,Medium,Yes,Yes,No,82.06
S0029,Female,23,A,2.07,77.46,50.6,,80.43,38.91,7.09,0.65,High School,High,No,No,No,32.81
S0030,Female,24,A,2.1,80.74,54.49,62.68,68.12,35.6,7.43,,Bachelor,Medium,Yes,Yes,No,51.31
S0031,Male,22,B,5.25,77.61,,86.78,67.86,43.24,5.11,0.84,Master,High,Yes,No,No,76.1
S0032,Male,19,C,9.14,80.52,71.76,57.08,54.54,34.65,6.93,5.0,Bachelor,Medium,No,Yes,No,60.09
S0033,Female,24,B,10.45,77.94,76.46,64.21,88.78,21.52,9.18,0.6,Bachelor,High,Yes,Yes,Yes,77.77
S0034,Female,19,B,1.99,81.39,78.79,66.84,67.57,47.07,7.64,3.14,Bachelor,Medium,Yes,Yes,No,56.69
S0035,Female,20,D,2.43,83.72,90.27,87.46,74.42,31.46,5.38,2.78,Master,Medium,Yes,No,Yes,35.51
S0036,Male,19,B,4.13,73.08,70.49,90.66,53.25,26.01,5.54,4.56,High School,High,Yes,Yes,No,45.44
S0037,Female,18,C,4.27,97.0,87.62,83.88,70.52,40.62,5.89,2.34,Bachelor,Low,No,Yes,Yes,45.59
S0038,Male,22,C,2.9,92.47,57.26,37.08,50.74,28.17,8.5,1.62,High School,Low,Yes,No,Yes,12.04
S0039,Male,21,B,1.67,82.39,62.49,77.72,84.34,46.11,8.31,2.91,Bachelor,Low,Yes,Yes,No,57.19
S0040,Male,19,C,3.25,60.39,61.9,75.65,81.93,35.89,4.0,0.12,Master,High,Yes,Yes,Yes,34.03
S0041,Male,24,D,,89.95,75.36,97.38,59.44,46.25,6.88,0.93,High School,Low,Yes,Yes,No,80.96
S0042,Male,18,D,2.17,71.24,49.24,81.45,57.23,25.95,7.22,5.0,Bachelor,High,Yes,No,No,30.39
S0043,Female,21,A,3.95,97.46,,82.92,99.09,36.59,,2.2,Bachelor,Medium,No,Yes,Yes,64.4
S0044,Female,22,D,,80.85,57.99,75.78,64.5,43.5,6.41,4.91,High School,Low,No,Yes,Yes,79.84
S0045,Female,21,B,2.14,70.32,62.01,90.39,78.76,39.44,,2.27,Bachelor,Medium,Yes,Yes,No,46.55
S0046,Female,18,B,5.42,73.93,52.14,83.06,84.9,28.43,7.61,3.12,High School,Low,Yes,Yes,No,46.51
S0047,Female,23,B,10.74,82.44,55.9,75.71,61.68,40.78,6.25,1.84,Bachelor,Medium,Yes,No,No,82.93
S0048,Male,23,D,5.1,82.37,57.72,85.01,,44.84,6.72,2.14,Bachelor,Medium,Yes,Yes,Yes,39.6
S0049,Female,21,B,7.09,71.23,67.39,78.73,59.24,,6.66,1.11,Master,Medium,Yes,Yes,No,62.78
S0050,Female,20,B,5.93,84.71,91.69,95.86,67.14,36.02,7.42,3.87,Master,Low,Yes,Yes,No,78.87
S0051,Male,24,C,4.82,85.76,86.88,84.61,73.88,29.87,4.86,2.61,Bachelor,Medium,No,Yes,No,56.82
S0052,Female,24,B,8.33,59.74,84.95,72.68,64.69,41.92,6.0,2.79,High School,High,Yes,Yes,Yes,74.43
S0053,Male,21,A,5.3,88.47,33.23,85.06,91.41,40.99,8.55,1.68,PhD,High,Yes,Yes,No,83.19
S0054,Female,19,A,2.92,76.11,63.04,66.96,48.29,39.41,6.89,0.54,Bachelor,High,Yes,Yes,Yes,52.53
S0055,Male,19,A,3.73,72.15,42.54,72.38,70.33,40.72,5.73,,High School,Medium,Yes,No,Yes,35.6
S0056,Female,24,B,4.38,79.95,67.67,89.26,92.03,36.11,5.79,4.12,Master,High,Yes,Yes,No,68.18
S0057,Female,24,A,2.42,85.21,58.25,,60.6,34.1,8.08,1.32,High School,Medium,Yes,Yes,No,59.07
S0058,Male,23,C,3.85,54.48,64.59,74.98,82.52,41.17,6.22,0.53,Bachelor,Low,Yes,Yes,No,36.52
S0059,Male,20,B,3.45,95.29,91.68,57.44,43.07,33.28,7.77,0.24,Bachelor,High,Yes,Yes,No,55.56
S0060,Male,18,B,5.29,66.19,73.56,80.81,50.81,43.84,,2.65,Bachelor,High,Yes,No,No,51.94
S0061,Male,19,D,12.62,80.79,50.63,73.71,77.71,44.81,5.31,2.72,Master,Medium,Yes,Yes,No,85.35
S0062,Male,24,B,4.02,78.15,57.0,68.68,55.08,40.88,7.37,2.53,Bachelor,Medium,Yes,Yes,No,55.61
S0063,Male,23,C,9.29,87.6,77.14,94.05,,38.45,6.85,1.55,High School,Medium,Yes,No,No,78.55
S0064,Male,22,B,5.16,88.53,74.91,53.12,67.49,26.42,8.03,0.68,PhD,Medium,Yes,Yes,Yes,49.95
S0065,Male,23,B,3.84,84.32,82.98,66.65,92.34,26.78,8.33,0.54,PhD,High,No,Yes,Yes,63.31
S0066,Female,19,A,2.31,50.0,,93.12,68.19,38.57,6.46,0.01,Bachelor,Low,Yes,Yes,No,35.57
S0067,Female,19,B,3.86,59.67,69.29,66.02,71.8,35.29,7.52,2.69,Bachelor,High,Yes,Yes,No,49.52
S0068,Male,23,B,3.69,84.77,,60.35,80.59,45.21,6.42,0.14,High School,Medium,No,No,Yes,32.45
S0069,Female,18,B,1.83,77.67,91.86,,65.01,46.04,7.95,1.49,Master,High,Yes,Yes,No,58.01
S0070,Female,21,A,2.09,82.83,64.86,90.3,80.29,48.64,7.35,1.05,High School,High,Yes,Yes,No,58.04
S0071,Female,19,A,4.41,85.17,53.31,79.91,93.03,46.95,6.06,1.12,High School,Medium,Yes,Yes,No,63.44
S0072,Female,23,B,9.23,88.6,54.6,68.63,57.67,24.88,5.94,,Bachelor,Medium,Yes,Yes,Yes,65.05
S0073,Male,24,B,3.17,90.02,68.36,77.35,73.94,32.58,7.4,0.05,High School,High,No,No,Yes,46.0
S0074,Female,23,B,0.82,76.18,58.84,90.88,58.86,44.68,8.74,2.23,High School,Medium,Yes,Yes,No,47.99
S0075,Male,20,C,1.33,76.69,62.42,66.38,34.01,29.86,8.35,0.08,Bachelor,Medium,Yes,No,No,7.53
S0076,Female,21,C,5.52,75.83,83.97,64.71,64.67,35.63,5.59,0.06,High School,Medium,Yes,Yes,Yes,45.64
S0077,Female,22,A,1.0,82.15,57.75,83.39,87.73,36.45,5.74,0.84,High School,Low,Yes,No,Yes,37.44
S0078,Female,18,C,6.13,88.27,60.16,71.81,75.52,33.3,5.96,0.1,High School,High,Yes,Yes,No,51.27
S0079,Male,22,C,5.31,87.34,81.6,61.35,,39.68,6.11,2.33,High School,Low,Yes,Yes,Yes,36.18
S0080,Female,21,A,3.08,96.85,70.03,72.0,85.14,33.14,4.28,,Master,High,Yes,No,No,63.31
S0081,Male,21,D,1.85,75.59,,58.94,89.52,30.36,8.19,0.04,Master,Medium,Yes,No,No,31.36
S0082,Female,21,D,2.75,,75.46,82.63,63.93,23.63,6.32,0.06,Bachelor,High,No,Yes,Yes,33.01
S0083,Male,22,A,4.33,65.81,60.1,80.47,46.16,37.72,7.69,1.42,Bachelor,Medium,Yes,Yes,Yes,48.87
S0084,Female,24,B,1.03,73.1,54.95,94.94,62.4,42.22,6.53,2.46,High School,Medium,Yes,Yes,No,24.78
S0085,Male,21,C,8.62,53.45,30.0,87.5,83.47,17.71,,0.86,High School,Medium,Yes,No,Yes,34.55
S0086,Male,23,C,4.3,70.53,75.63,64.35,61.2,33.15,5.97,1.21,High School,High,No,Yes,No,27.01
S0087,Female,22,B,4.66,88.16,34.52,57.22,78.52,42.34,6.96,2.41,Bachelor,Medium,Yes,No,No,64.67
S0088,Male,21,B,5.28,79.01,73.37,59.21,85.61,29.4,5.69,1.41,Master,High,Yes,No,No,59.02
S0089,Female,23,B,8.08,88.97,30.0,71.16,79.01,43.68,6.97,,Bachelor,Medium,Yes,No,Yes,69.14
S0090,Female,24,B,3.87,83.19,55.73,88.14,74.71,,9.19,1.42,Bachelor,Medium,Yes,Yes,Yes,63.42
S0091,Female,20,C,5.52,61.08,,96.51,,42.71,7.78,1.48,High School,High,Yes,Yes,No,61.94
S0092,Female,24,B,1.87,78.37,61.59,75.52,48.23,43.08,7.44,1.99,Master,Low,Yes,No,No,39.22
S0093,Female,21,B,10.48,92.89,56.67,59.9,42.53,38.34,5.02,1.45,Bachelor,Medium,Yes,No,Yes,64.16
S0094,Female,22,C,3.68,84.67,90.4,83.96,66.17,43.81,7.85,5.0,Master,Medium,Yes,No,No,51.24
S0095,Female,19,A,1.87,81.35,80.1,88.25,71.85,,8.0,0.33,Bachelor,Medium,Yes,Yes,No,53.92
S0096,Female,21,B,2.31,85.13,32.13,93.52,75.76,40.34,7.4,4.53,Master,Medium,No,No,No,50.36
S0097,Female,19,C,0.45,64.32,85.76,72.96,80.64,34.61,7.32,1.16,PhD,Medium,No,Yes,Yes,28.98
S0098,Female,23,D,2.3,73.59,74.44,37.84,69.86,29.36,6.79,1.67,PhD,Medium,Yes,Yes,No,29.63
S0099,Female,20,C,0.17,80.36,35.87,33.15,47.39,,7.97,0.16,Bachelor,High,Yes,No,No,0.0
S0100,Male,18,C,,71.68,62.88,59.96,81.81,27.08,9.1,0.72,Bachelor,High,Yes,Yes,No,50.01
S0101,Male,24,A,4.56,74.9,45.36,74.5,60.61,25.72,,2.2,High School,Medium,No,No,No,35.28
S0102,Female,20,B,1.41,92.1,67.65,91.98,,40.24,5.54,1.84,PhD,Medium,Yes,Yes,Yes,58.33
S0103,Female,21,C,3.21,59.92,,,43.59,37.9,5.66,0.06,Bachelor,Low,No,Yes,Yes,14.4
S0104,Female,19,B,3.32,94.2,80.71,90.93,56.25,,8.09,1.19,High School,High,Yes,Yes,Yes,58.53
S0105,Female,24,B,1.15,93.88,78.72,84.45,56.42,38.45,5.55,0.14,Bachelor,Medium,Yes,Yes,No,45.65
S0106,Female,19,B,2.79,92.09,82.66,67.67,49.7,43.77,7.3,5.0,High School,Medium,Yes,Yes,No,48.24
S0107,Female,22,A,3.4,50.04,55.0,85.28,50.84,32.83,6.48,3.41,Bachelor,High,Yes,No,Yes,38.68
S0108,Female,19,B,2.73,72.53,76.51,79.97,83.1,43.84,5.39,0.03,Bachelor,Medium,No,No,Yes,42.68
S0109,Female,22,B,1.86,91.98,65.68,89.97,73.47,38.71,8.25,2.93,Bachelor,High,Yes,Yes,Yes,49.65
S0110,Male,23,B,1.36,91.15,66.9,78.08,60.82,33.59,8.06,3.78,High School,Medium,Yes,Yes,Yes,40.88
S0111,Female,24,A,2.66,85.04,51.02,83.44,61.02,43.96,4.97,0.65,PhD,Low,Yes,No,No,50.34
S0112,Male,24,D,2.07,75.73,58.87,48.3,81.34,34.73,7.72,1.91,Master,High,Yes,No,Yes,20.55
S0113,Female,18,C,5.04,77.96,71.26,89.65,57.31,,7.5,0.88,Master,Low,Yes,No,Yes,62.17
S0114,Female,21,C,8.41,79.14,90.7,78.94,75.84,30.14,8.26,1.6,Bachelor,High,Yes,No,No,79.96
S0115,Male,22,C,6.34,63.49,63.35,85.53,84.9,47.9,7.25,0.62,Master,Low,No,Yes,No,51.9
S0116,Female,18,B,3.49,82.43,,62.84,89.56,27.44,9.14,0.58,Bachelor,High,Yes,Yes,No,55.34
S0117,Male,19,A,1.93,80.29,66.33,90.47,55.19,31.73,6.81,0.83,High School,Low,Yes,Yes,Yes,26.4
S0118,Female,19,C,6.22,83.28,71.6,52.46,59.58,33.62,6.59,0.24,High School,Medium,Yes,Yes,Yes,32.3
S0119,Female,18,C,5.26,95.87,53.62,71.2,77.62,17.46,5.54,2.67,Bachelor,Medium,Yes,No,No,37.91
S0120,Male,24,C,8.02,79.58,51.24,91.33,82.05,44.97,5.6,0.64,High School,Medium,Yes,Yes,Yes,61.84
S0121,Female,19,B,3.87,82.53,66.16,88.9,67.16,32.65,5.46,0.77,PhD,Medium,Yes,No,Yes,52.85
S0122,Male,23,A,10.12,82.53,66.01,59.88,39.56,21.92,7.33,3.37,High School,Medium,Yes,No,No,68.59
S0123,Female,23,B,3.87,71.64,50.22,70.28,69.21,27.28,6.6,,Bachelor,Medium,Yes,No,No,42.49
S0124,Male,18,B,1.92,91.65,56.6,82.15,58.33,,,1.18,Bachelor,Medium,Yes,No,Yes,42.41
S0125,Male,22,C,2.23,87.24,91.13,94.97,83.13,43.34,5.19,4.7,Bachelor,Medium,Yes,Yes,Yes,48.44
S0126,Female,22,C,4.87,94.36,86.48,90.32,90.37,43.1,5.72,3.27,Bachelor,Medium,No,No,No,64.25
S0127,Female,18,B,2.06,85.11,30.0,84.52,63.92,32.68,,0.28,High School,Medium,Yes,Yes,Yes,34.12
S0128,Male,22,D,10.08,98.08,35.23,77.54,63.15,36.78,10.0,0.96,Master,High,Yes,Yes,No,76.21
S0129,Female,24,C,4.59,96.8,40.2,52.78,71.17,44.09,6.75,5.0,Bachelor,Medium,Yes,No,No,39.9
S0130,Female,24,B,3.43,85.58,73.59,48.98,82.45,42.79,6.9,0.7,Bachelor,Low,Yes,Yes,No,56.46
S0131,Female,22,A,3.65,96.54,57.24,66.33,66.45,40.47,6.88,0.7,Master,Medium,Yes,No,No,62.73
S0132,Male,23,B,2.71,82.42,34.35,69.16,89.41,40.64,9.33,0.33,Master,High,Yes,No,Yes,34.63
S0133,Male,22,B,0.61,72.39,49.0,67.2,55.39,38.92,4.58,0.18,Master,Low,Yes,No,Yes,32.32
S0134,Male,24,B,2.23,59.52,48.64,58.07,74.55,39.28,6.91,2.02,Bachelor,Medium,Yes,Yes,No,31.69
S0135,Male,20,B,9.27,90.95,71.1,42.37,88.35,45.4,4.57,2.2,Bachelor,Medium,Yes,No,No,89.83
S0136,Male,21,B,3.95,87.49,59.01,59.23,71.05,48.0,4.0,5.0,Bachelor,Low,Yes,Yes,No,54.72
S0137,Male,19,B,6.83,93.68,30.0,99.14,67.2,41.84,5.9,,Master,High,Yes,No,No,74.66
S0138,Male,20,D,6.97,89.33,58.36,84.7,46.89,33.67,7.62,0.42,Master,Medium,Yes,Yes,No,57.67
S0139,Male,22,A,3.23,57.96,68.27,47.67,85.01,39.54,5.8,0.06,High School,Medium,Yes,No,No,33.5
S0140,Male,23,C,5.32,71.26,92.9,93.47,79.13,31.53,7.59,5.0,Bachelor,High,Yes,Yes,No,66.91
S0141,Female,18,B,0.7,88.19,71.68,59.54,65.1,34.24,7.16,0.62,Master,Medium,Yes,Yes,No,53.35
S0142,Male,22,D,8.78,98.1,,53.59,97.13,40.84,6.79,0.56,Bachelor,High,Yes,Yes,No,65.35
S0143,Female,23,A,8.32,98.2,77.36,34.12,80.12,40.2,8.9,3.55,Bachelor,Medium,Yes,Yes,Yes,84.52
S0144,Female,21,B,4.78,86.07,56.94,92.27,71.25,46.57,6.11,1.32,Bachelor,High,Yes,No,No,62.29
S0145,Female,22,D,4.05,81.66,65.67,87.73,72.87,45.67,7.57,0.36,Bachelor,High,Yes,Yes,No,52.94
S0146,Male,24,D,3.27,62.88,71.24,78.29,78.62,47.93,4.3,3.3,PhD,Low,No,Yes,Yes,45.16
S0147,Male,18,C,7.37,84.45,67.3,91.25,62.91,34.49,,5.0,Bachelor,High,Yes,Yes,No,75.74
S0148,Male,23,B,,76.0,61.69,63.08,49.83,40.16,6.61,0.14,High School,Medium,No,Yes,No,47.32
S0149,Male,23,B,2.48,,34.68,70.66,84.27,46.19,5.23,2.97,High School,Low,Yes,Yes,No,46.04
S0150,Female,23,C,1.2,71.16,45.94,81.47,71.4,44.65,7.6,0.74,High School,Medium,Yes,No,Yes,41.81
S0151,Male,21,D,,77.2,65.35,82.2,57.6,42.21,5.89,1.11,Bachelor,Low,No,Yes,No,13.29
S0152,Male,22,C,7.32,94.85,38.48,68.72,70.85,31.7,9.6,3.69,Bachelor,High,Yes,Yes,Yes,54.92
S0153,Male,21,C,3.21,63.77,30.0,93.02,50.35,42.47,4.0,5.0,High School,Medium,Yes,Yes,No,41.54
S0154,Male,19,B,4.72,88.62,49.22,65.02,85.6,31.86,7.37,0.46,Bachelor,High,Yes,Yes,Yes,52.44
S0155,Male,19,C,,77.65,79.55,94.96,87.22,43.74,7.06,0.36,Master,Low,Yes,Yes,No,60.31
S0156,Female,22,B,1.0,89.01,61.77,89.47,79.77,35.31,6.58,,High School,Medium,Yes,Yes,No,53.19
S0157,Male,24,B,0.71,94.36,42.44,88.75,58.66,24.33,6.21,1.24,Bachelor,Medium,No,No,Yes,25.73
S0158,Female,21,B,2.35,80.29,79.74,43.53,62.58,,7.1,0.02,PhD,Medium,No,Yes,No,57.12
S0159,Male,18,C,2.51,73.41,,62.12,83.58,29.79,8.59,0.8,Bachelor,High,Yes,Yes,No,36.21
S0160,Female,23,B,2.51,58.99,75.58,60.67,82.33,47.89,4.49,0.11,Master,High,Yes,Yes,Yes,40.52
S0161,Male,23,A,2.57,90.54,62.23,68.58,94.02,34.87,5.79,0.78,Bachelor,High,Yes,No,Yes,40.12
S0162,Male,22,C,12.08,67.85,33.51,79.82,73.16,37.75,5.42,0.06,Master,High,No,No,Yes,67.22
S0163,Female,24,B,6.76,96.18,63.05,58.91,68.68,45.17,,2.7,Master,Low,Yes,Yes,Yes,52.62
S0164,Female,19,C,,76.79,48.06,,83.1,31.61,7.51,0.35,Bachelor,Medium,Yes,No,No,38.29
S0165,Female,19,B,3.15,86.79,57.75,68.52,79.29,25.55,7.88,0.6,Master,Medium,Yes,Yes,No,58.88
S0166,Male,23,B,3.24,56.6,62.06,62.12,84.9,42.28,,3.06,PhD,Medium,Yes,Yes,Yes,51.23
S0167,Female,22,C,5.61,80.96,65.69,78.75,60.62,41.8,7.91,2.06,Bachelor,Low,Yes,Yes,No,56.04
S0168,Male,21,A,3.13,91.05,75.61,31.5,86.08,22.31,8.03,0.37,High School,Medium,No,Yes,No,43.93
S0169,Male,19,B,6.3,75.6,58.79,84.87,32.4,38.81,4.88,,Bachelor,Medium,Yes,Yes,Yes,53.43
S0170,Female,21,A,4.31,74.0,91.29,82.21,73.48,31.52,9.23,,Master,Medium,No,Yes,Yes,68.01
S0171,Female,24,A,12.16,76.36,54.13,73.08,82.39,39.59,6.69,0.74,Bachelor,High,Yes,Yes,Yes,92.43
S0172,Male,19,D,2.99,77.04,74.94,82.83,63.1,45.55,8.55,2.18,High School,Medium,Yes,Yes,No,29.07
S0173,Male,19,B,7.09,84.07,,86.39,63.4,41.11,4.94,0.88,High School,Low,Yes,Yes,No,69.92
S0174,Female,20,C,1.3,81.14,57.08,83.79,89.62,44.68,6.64,0.64,Bachelor,Low,Yes,Yes,No,38.64
S0175,Female,19,B,1.97,50.0,47.55,89.78,54.34,36.61,8.41,0.9,High School,High,No,No,Yes,16.41
S0176,Female,18,C,11.12,89.13,81.09,74.86,73.13,28.69,7.04,2.07,Bachelor,High,Yes,Yes,No,86.61
S0177,Male,22,C,6.12,80.89,72.82,73.6,56.33,,5.87,3.49,Master,Medium,Yes,No,No,58.01
S0178,Male,22,C,4.78,85.05,59.22,61.65,70.43,43.05,8.96,0.08,Bachelor,Medium,Yes,No,No,46.4
S0179,Male,21,B,14.19,78.25,55.74,28.51,63.72,35.92,5.24,1.11,High School,High,Yes,Yes,No,70.91
S0180,Male,24,B,3.19,91.82,65.08,91.44,93.28,34.64,6.97,0.05,High School,Medium,No,Yes,No,53.58
S0181,Male,19,B,7.08,57.17,72.87,64.42,61.76,16.26,7.96,0.95,High School,High,Yes,Yes,No,41.92
S0182,Male,18,D,7.43,95.56,57.38,88.85,53.69,31.92,10.0,3.25,High School,High,Yes,Yes,No,65.16
S0183,Female,21,C,9.58,87.29,73.09,70.07,,27.39,,0.67,Bachelor,Medium,Yes,Yes,Yes,68.04
S0184,Male,20,D,1.16,72.14,89.88,90.41,71.29,47.6,6.59,4.04,Bachelor,Medium,Yes,Yes,No,48.38
S0185,Male,21,A,3.17,76.45,30.0,65.76,64.83,46.86,6.33,1.49,High School,Low,Yes,Yes,No,55.01
S0186,Male,21,C,4.26,84.37,80.62,84.3,63.63,42.88,7.36,4.08,High School,Medium,Yes,No,No,55.72
S0187,Female,19,D,9.48,90.55,73.51,75.34,74.85,33.16,7.88,2.12,High School,High,Yes,Yes,No,68.62
S0188,Male,20,B,4.65,83.14,96.78,68.62,60.14,44.33,8.64,,PhD,High,Yes,No,No,82.99
S0189,Male,21,A,7.44,94.8,68.73,66.8,80.36,45.09,8.13,0.39,Bachelor,High,No,Yes,Yes,84.87
S0190,Female,18,C,1.06,82.44,91.21,57.75,78.53,36.27,6.25,0.75,Master,Medium,Yes,No,Yes,35.17
S0191,Male,18,C,2.62,82.35,56.39,75.34,77.83,37.33,,0.28,Master,Low,Yes,Yes,No,45.16
S0192,Male,22,C,8.3,60.67,83.56,83.8,66.95,35.78,7.14,1.02,Bachelor,Low,No,Yes,Yes,50.07
S0193,Male,20,A,2.91,94.59,88.93,96.76,71.21,35.39,8.12,0.96,Master,Medium,Yes,No,Yes,69.15
S0194,Male,20,C,3.37,87.01,47.76,64.58,68.18,30.5,8.2,4.69,High School,Medium,No,No,No,31.1
S0195,Male,22,B,9.38,81.25,74.52,55.5,76.03,38.31,9.45,0.85,Bachelor,Medium,No,Yes,No,66.7
S0196,Female,21,B,1.59,74.85,30.0,45.88,28.59,35.09,6.47,2.31,High School,Low,Yes,Yes,Yes,9.82
S0197,Female,20,B,1.94,63.2,63.6,54.94,68.36,41.32,6.18,4.27,Master,High,Yes,No,Yes,49.21
S0198,Female,18,C,0.95,89.82,77.12,74.44,68.94,40.16,7.67,3.14,High School,Medium,Yes,No,No,33.81
S0199,Male,18,C,9.62,83.97,46.84,70.98,61.49,35.72,8.77,,Master,High,Yes,Yes,Yes,69.95
S0200,Male,19,C,6.68,71.06,50.98,79.75,90.13,,7.09,1.03,High School,Medium,Yes,Yes,No,48.44
S0201,Male,20,B,6.57,76.57,62.61,55.86,60.99,41.45,8.87,0.64,Master,Low,Yes,No,Yes,61.74
S0202,Female,21,D,2.56,75.79,74.29,80.64,62.6,31.58,8.04,0.77,Bachelor,High,Yes,Yes,No,42.91
S0203,Male,22,B,0.88,86.03,42.2,79.84,67.12,45.76,6.7,0.67,Bachelor,High,Yes,No,No,36.15
S0204,Male,22,C,0.63,89.23,56.18,62.26,79.99,42.04,7.85,2.63,Bachelor,Medium,Yes,Yes,No,27.04
S0205,Female,21,B,8.34,75.56,38.64,64.36,76.74,43.01,6.35,0.9,Bachelor,Medium,No,No,Yes,59.01
S0206,Male,24,B,5.01,79.52,87.03,35.81,60.14,47.94,7.36,1.11,Bachelor,Low,Yes,No,No,42.23
S0207,Female,23,B,5.7,94.53,63.51,89.58,66.54,40.54,5.39,5.0,PhD,Medium,Yes,No,No,81.29
S0208,Female,19,B,4.11,76.99,52.16,67.47,88.57,37.8,6.9,0.09,High School,High,No,Yes,Yes,38.11
S0209,Female,22,C,,61.33,78.13,80.69,76.72,28.28,8.5,,PhD,Low,Yes,Yes,No,42.01
S0210,Male,20,C,2.66,75.42,58.61,70.73,67.65,40.58,8.15,2.23,Bachelor,Medium,Yes,Yes,No,44.87
S0211,Male,19,B,1.38,62.37,80.79,79.18,69.31,43.94,,0.25,Master,High,Yes,No,No,45.39
S0212,Male,20,D,1.22,94.44,45.04,86.8,76.34,38.85,7.43,1.42,Bachelor,Medium,Yes,No,Yes,26.16
S0213,Male,24,B,6.31,67.25,60.51,74.74,58.78,37.81,7.24,0.41,Bachelor,Medium,Yes,Yes,Yes,55.7
S0214,Male,18,C,0.7,97.31,69.71,,68.16,33.81,5.1,3.03,Master,Medium,Yes,No,No,36.43
S0215,Male,19,D,1.39,59.68,78.27,89.17,40.43,47.34,6.69,0.59,Bachelor,Medium,Yes,No,No,32.14
S0216,Male,22,C,2.79,83.87,70.13,77.77,61.29,42.95,7.27,0.6,Bachelor,Medium,Yes,Yes,No,41.72
S0217,Female,19,A,3.61,82.44,47.0,63.43,91.05,39.2,5.31,1.37,High School,Medium,No,Yes,No,48.0
S0218,Male,19,D,0.94,87.22,,56.34,52.04,29.88,4.37,0.3,High School,Low,Yes,No,Yes,1.47
